"bundle"	"admincode"	"description"	"name"	"ftype"	"fstatus"	"startdate"	"enddate"	"permit_id"	"dh_link_admin_reg_issuer"
"permit"	"VA0083291"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CROSSROADS VILLAGE CENTER STP"	"npdes"	"active"	2015-01-01	2019-12-31	"VA0083291"	"epa"
"permit"	"VAR10F729"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CROSSTRAILS COMMERICAL CENTER"	"npdes"	"active"	2014-07-01	2019-06-30	"VAR10F729"	"epa"
"permit"	"VA0055000"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CROZET WTP"	"npdes"	"revoked"	2010-01-01	2014-12-31	"VA0055000"	"epa"
"permit"	"VA0091065"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CRYSTAL SPRING WTP"	"npdes"	"revoked"	2012-08-27	2017-08-26	"VA0091065"	"epa"
"permit"	"VAU000020"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CSX CORP."	"npdes"	"revoked"	NA	NA	"VAU000020"	"epa"
"permit"	"VA0003344"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CSX TRANSPORTATION INC - CLIFTON FORGE"	"npdes"	"revoked"	2009-10-16	2014-06-30	"VA0003344"	"epa"
"permit"	"VAN020054"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER COUNTY - AGGREGATE NUTRIENT DISCHARGE"	"npdes"	"active"	2017-01-01	2021-12-31	"VAN020054"	"epa"
"permit"	"VA0068586"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER COUNTY INDUSTRIAL AIRPARK STP"	"npdes"	"active"	2016-09-01	2021-08-31	"VA0068586"	"epa"
"permit"	"VA0085723"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER PETROLEUM COOPERATIVE"	"npdes"	"revoked"	2013-06-30	2018-06-29	"VA0085723"	"epa"
"permit"	"VAL061590"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER TOWN OF-WWTREAT PLANT"	"npdes"	"expired"	1994-01-01	1999-12-31	"VAL061590"	"epa"
"permit"	"VAN020024"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER WASTEWATER TREATMENT PLANT"	"npdes"	"active"	2017-01-01	2021-12-31	"VAN020024"	"epa"
"permit"	"VA0061590"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER WASTEWATER TREATMENT PLANT"	"npdes"	"active"	2015-09-01	2020-08-31	"VA0061590"	"epa"
"permit"	"VA0059145"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER WOOD PRESERVERS - CULPEPER"	"npdes"	"active"	2010-07-24	2015-07-24	"VA0059145"	"epa"
"permit"	"VA0090468"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPER WOOD PRESERVERS - RUFFIN CREEK"	"npdes"	"active"	2016-09-01	2021-08-31	"VA0090468"	"epa"
"permit"	"VAR10D013"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CULPEPPER LANDING"	"npdes"	"active"	2014-07-01	2019-06-30	"VAR10D013"	"epa"
"permit"	"VA0067121"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CUMBERLAND HOSPITAL FOR CHILDREN AND ADOLESCENTS"	"npdes"	"active"	2018-05-01	2023-04-30	"VA0067121"	"epa"
"permit"	"VAU001640"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CUNDIFF TRUCKING CO"	"npdes"	"revoked"	NA	NA	"VAU001640"	"epa"
"permit"	"VAR050716"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CUNNINGHAM BROS. USED AUTO"	"npdes"	"expired"	2009-07-01	2014-06-30	"VAR050716"	"epa"
"permit"	"VAU001614"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CURTIS THARPE TRUCKING, INC"	"npdes"	"revoked"	NA	NA	"VAU001614"	"epa"
"permit"	"VAR050717"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CYCLE SYSTEMS, INC"	"npdes"	"expired"	2009-07-01	2014-06-30	"VAR050717"	"epa"
"permit"	"VAU001715"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"CYCLE SYSTEMS, INC."	"npdes"	"revoked"	NA	NA	"VAU001715"	"epa"
"permit"	"VAU001624"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"D.D. NASH CONSTRUCTION CO."	"npdes"	"revoked"	NA	NA	"VAU001624"	"epa"
"permit"	"VA0026514"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DAHLGREN DISTRICT WASTEWATER TREATMENT PLANT"	"npdes"	"active"	2014-12-11	2019-12-10	"VA0026514"	"epa"
"permit"	"VAL026514"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DAHLGREN DISTRICT WASTEWATER TREATMENT PLANT"	"npdes"	"active"	2016-01-01	2020-12-31	"VAL026514"	"epa"
"permit"	"VAL024678"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DALE SERVICE CORP - PLANT #8"	"npdes"	"expired"	1994-01-01	1999-12-31	"VAL024678"	"epa"
"permit"	"VAL024724"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DALE SERVICE CORP - SECTION 1"	"npdes"	"expired"	1994-01-01	1999-12-31	"VAL024724"	"epa"
"permit"	"VA0021130"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DAMASCUS WWTP"	"npdes"	"active"	2014-04-15	2019-04-14	"VA0021130"	"epa"
"permit"	"VA0088935"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DANTE COMMUNITY WWTP"	"npdes"	"active"	2010-03-31	2015-03-30	"VA0088935"	"epa"
"permit"	"VA0060593"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DANVILLE CITY - NORTHSIDE"	"npdes"	"active"	2014-06-01	2019-05-31	"VA0060593"	"epa"
"permit"	"VA0060909"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DARE TO CARE CHARITIES INC"	"npdes"	"revoked"	2008-05-27	2012-05-26	"VA0060909"	"epa"
"permit"	"VAU000021"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DAVIS RECYCLING COMPANY"	"npdes"	"revoked"	NA	NA	"VAU000021"	"epa"
"permit"	"VAU001716"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DAVIS TRUCKING, INC."	"npdes"	"revoked"	NA	NA	"VAU001716"	"epa"
"permit"	"VA0090085"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DAYTON WATER AND WASTEWATER TREATMENT PLANT"	"npdes"	"active"	2014-01-01	2018-12-31	"VA0090085"	"epa"
"permit"	"VA0029475"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DBHDS - CATAWBA HOSPITAL"	"npdes"	"active"	2013-08-13	2018-08-12	"VA0029475"	"epa"
"permit"	"WV0097527"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DEEP MINE NO. 2"	"npdes"	"active"	2018-06-01	2023-02-27	"WV0097527"	"epa"
"permit"	"VA0092461"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DEER CREEK MOTORCOACH RESORT WWTP"	"npdes"	"active"	2014-05-06	2019-05-05	"VA0092461"	"epa"
"permit"	"VAN040132"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DEER PARK STP"	"npdes"	"active"	2017-01-01	2021-12-31	"VAN040132"	"epa"
"permit"	"VA0091341"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DEER PARK STP"	"npdes"	"active"	2014-01-01	2018-11-30	"VA0091341"	"epa"
"permit"	"VAU000042"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DEERFIELD RIDGE"	"npdes"	"revoked"	NA	NA	"VAU000042"	"epa"
"permit"	"VA0090760"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DEERFIELD WTP - AUGUSTA"	"npdes"	"revoked"	2011-07-01	2016-06-30	"VA0090760"	"epa"
"permit"	"VA0091642"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DEFENSE SUPPLY CENTER RICHMOND"	"npdes"	"active"	2017-06-01	2022-05-31	"VA0091642"	"epa"
"permit"	"VAU001563"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DENNIS W. SMITH, INC"	"npdes"	"revoked"	NA	NA	"VAU001563"	"epa"
"permit"	"VA0054381"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DGIF - MARION STATE FISH HATCHERY"	"npdes"	"active"	2018-06-01	2023-05-31	"VA0054381"	"epa"
"permit"	"VA0091324"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DGIF - PAINT BANK FISH CULTURAL STATION"	"npdes"	"active"	2018-03-24	2023-03-23	"VA0091324"	"epa"
"permit"	"VA0059137"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DGIF - WYTHEVILLE FISH CULTURA"	"npdes"	"active"	2015-04-28	2020-04-27	"VA0059137"	"epa"
"permit"	"VA0068144"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DGIF - WYTHEVILLE FISH CULTURAL STATION"	"npdes"	"active"	2014-07-11	2019-07-10	"VA0068144"	"epa"
"permit"	"VA0027413"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON CNTY PUBLIC SCHOOLS"	"npdes"	"revoked"	2007-07-01	2012-06-30	"VA0027413"	"epa"
"permit"	"VA0027430"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON CNTY PUBLIC SCHOOLS"	"npdes"	"revoked"	2012-07-01	2017-06-30	"VA0027430"	"epa"
"permit"	"VA0027421"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON CNTY PUBLIC SCHOOLS - ERVINTON E S STP"	"npdes"	"active"	2014-04-06	2019-04-05	"VA0027421"	"epa"
"permit"	"VA0027464"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON CNTY PUBLIC SCHOOLS - SANDLICK E S STP"	"npdes"	"active"	2014-04-06	2019-04-05	"VA0027464"	"epa"
"permit"	"VA0067571"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON COUNTY PUBLIC SERVICE AUTH - HAYSI STP"	"npdes"	"active"	2013-09-18	2018-09-17	"VA0067571"	"epa"
"permit"	"VA0082589"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON COUNTY PUBLIC SERVICE AUTHORITY STP 1"	"npdes"	"active"	2014-09-27	2019-09-26	"VA0082589"	"epa"
"permit"	"VA0085278"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON RUSSELL COAL CO - LAUREL MOUNTAIN MINE"	"npdes"	"revoked"	2010-10-14	2015-10-13	"VA0085278"	"epa"
"permit"	"VA0067041"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON RUSSELL COAL CO - MC"	"npdes"	"revoked"	2007-05-06	2012-05-05	"VA0067041"	"epa"
"permit"	"VA0067032"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON RUSSELL CONTURA - MCCLURE RIVER PREP PLT"	"npdes"	"active"	2017-06-01	2022-05-31	"VA0067032"	"epa"
"permit"	"VA0090425"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DICKENSON RUSSELL CONTURA - ROARING FORK 3 MINE"	"npdes"	"revoked"	2015-04-25	2020-04-24	"VA0090425"	"epa"
"permit"	"VA0071366"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DILLOWS SHOP AND WASH"	"npdes"	"revoked"	2006-07-02	2011-07-01	"VA0071366"	"epa"
"permit"	"VAN040104"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DILLWYN WWTP"	"npdes"	"active"	2017-01-01	2021-12-31	"VAN040104"	"epa"
"permit"	"VAR100540"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DINEIDDIE AIRPORT & INDUSTRIAL"	"npdes"	"expired"	2009-07-01	2014-06-30	"VAR100540"	"epa"
"permit"	"VA0081779"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DINWIDDIE COURTHOUSE STP"	"npdes"	"active"	2015-03-09	2020-02-29	"VA0081779"	"epa"
"permit"	"VAL086754"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DINWIDDLE CO.-ROHOLC CREEK STP"	"npdes"	"revoked"	1994-01-01	1999-12-31	"VAL086754"	"epa"
"permit"	"VAL030163"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DISTRICT OF COLUMBIA,LORTON"	"npdes"	"revoked"	2000-01-01	2005-01-31	"VAL030163"	"epa"
"permit"	"VA0020630"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DJJ BARRETT JUVENILE CORRECTIONAL CENTER"	"npdes"	"active"	2013-08-29	2018-07-31	"VA0020630"	"epa"
"permit"	"VA0020672"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - APPALACHIAN MENS DETENTION CENTER"	"npdes"	"active"	2017-07-01	2022-06-30	"VA0020672"	"epa"
"permit"	"VA0091821"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - AUGUSTA CORRECTIONAL CENTER"	"npdes"	"active"	2013-09-01	2018-08-31	"VA0091821"	"epa"
"permit"	"VAN040118"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - AUGUSTA CORRECTIONAL CENTER"	"npdes"	"active"	2017-01-01	2021-12-31	"VAN040118"	"epa"
"permit"	"VA0066460"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - BUCKINGHAM CORRECTIONAL CENTER"	"npdes"	"active"	2012-07-26	2017-07-25	"VA0066460"	"epa"
"permit"	"VA0023329"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - CAROLINE CORRECTIONAL UNIT 2"	"npdes"	"active"	2016-01-01	2020-12-31	"VA0023329"	"epa"
"permit"	"VAL087718"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - COFFEEWOOD CORRECTIONAL"	"npdes"	"active"	2016-01-01	2020-12-31	"VAL087718"	"epa"
"permit"	"VA0087718"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - COFFEEWOOD CORRECTIONAL CENTER"	"npdes"	"active"	2013-09-16	2018-09-15	"VA0087718"	"epa"
"permit"	"VA0023400"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - COLD SPRINGS CORRECTIONAL UNIT 10"	"npdes"	"active"	2013-11-01	2018-10-31	"VA0023400"	"epa"
"permit"	"VA0023418"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - FLUVANNA CORRECTIONAL CENTER FOR WOMEN"	"npdes"	"active"	2015-06-01	2020-05-31	"VA0023418"	"epa"
"permit"	"VA0085588"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - HARRISONBURG MENS DIVERSION CENTER"	"npdes"	"active"	2016-01-01	2020-12-31	"VA0085588"	"epa"
"permit"	"VA0066869"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - NOTTOWAY CORRECTIONAL CENTER"	"npdes"	"active"	2018-04-25	2023-03-31	"VA0066869"	"epa"
"permit"	"VA0023558"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - PATRICK HENRY CORRECTIONAL UNIT 28"	"npdes"	"active"	2013-09-14	2018-09-13	"VA0023558"	"epa"
"permit"	"VA0062499"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - SOUTHAMPTON CORRECTIONAL CENTER"	"npdes"	"active"	2018-02-01	2023-01-31	"VA0062499"	"epa"
"permit"	"VA0023582"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - TAZEWELL CORRECTIONAL FIELD UNIT 31"	"npdes"	"revoked"	2007-07-01	2012-06-30	"VA0023582"	"epa"
"permit"	"VA0023370"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - WHITE POST CORRECTIONAL UNIT 7"	"npdes"	"active"	2017-07-01	2022-06-30	"VA0023370"	"epa"
"permit"	"VA0023477"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC - WISE CORRECTIONAL UNIT 18 STP"	"npdes"	"active"	2017-07-01	2022-06-30	"VA0023477"	"epa"
"permit"	"VA0023345"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC BASKERVILLE CORRECTIONAL UNIT"	"npdes"	"active"	2013-10-07	2018-10-06	"VA0023345"	"epa"
"permit"	"VA0023426"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC CENTRAL VIRGINIA CORRECTIONAL CENTER FOR WOMEN"	"npdes"	"active"	2014-01-23	2019-01-22	"VA0023426"	"epa"
"permit"	"VA0023442"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC CHATHAM DIVERSION CENTER"	"npdes"	"revoked"	2008-09-24	2013-09-23	"VA0023442"	"epa"
"permit"	"VA0023540"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC DINWIDDIE FIELD UNIT 27 WW"	"npdes"	"revoked"	2009-01-20	2014-01-19	"VA0023540"	"epa"
"permit"	"VAN040077"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC POWHATAN CORRECTIONAL CENTER"	"npdes"	"active"	2017-01-01	2021-12-31	"VAN040077"	"epa"
"permit"	"VA0020699"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC POWHATAN CORRECTIONAL CENTER"	"npdes"	"active"	2014-12-22	2019-11-30	"VA0020699"	"epa"
"permit"	"VA0023396"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOC RUSTBURG CORRECTIONAL UNIT 9"	"npdes"	"active"	2014-03-30	2019-03-29	"VA0023396"	"epa"
"permit"	"VA0063029"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOCKSIDE HEALTH AND REHAB CENTER WWTP"	"npdes"	"active"	2013-09-29	2018-08-31	"VA0063029"	"epa"
"permit"	"VA0083402"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - ALTAVISTA POWER STATION"	"npdes"	"active"	2013-03-08	2018-03-07	"VA0083402"	"epa"
"permit"	"VA0004138"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - BREMO POWER STATION"	"npdes"	"active"	2016-01-19	2020-12-31	"VA0004138"	"epa"
"permit"	"VA0004081"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - CHESAPEAKE ENERGY CENTER"	"npdes"	"active"	2012-03-20	2017-03-19	"VA0004081"	"epa"
"permit"	"VA0087033"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - GORDONSVILLE POWER STATION"	"npdes"	"expired"	2013-03-20	2018-03-19	"VA0087033"	"epa"
"permit"	"VA0087734"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - MATERIALS AND METERING SERVICES CENTER"	"npdes"	"active"	2015-11-18	2020-10-31	"VA0087734"	"epa"
"permit"	"VA0052451"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - NORTH ANNA POWER STATION"	"npdes"	"active"	2014-05-08	2019-05-07	"VA0052451"	"epa"
"permit"	"VA0083399"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - PITTSYLVANIA POWER STATION"	"npdes"	"active"	2011-11-30	2016-11-29	"VA0083399"	"epa"
"permit"	"VA0002071"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - POSSUM POINT POWER STATION"	"npdes"	"active"	2013-04-03	2018-04-02	"VA0002071"	"epa"
"permit"	"VA0082767"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - SOUTHAMPTON POWER STATION"	"npdes"	"active"	2016-03-01	2021-02-28	"VA0082767"	"epa"
"permit"	"VA0004103"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION - YORKTOWN POWER STATION"	"npdes"	"active"	2012-11-14	2017-11-13	"VA0004103"	"epa"
"permit"	"VA0091014"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION CAMPGROUND INCORPORATED"	"npdes"	"active"	2018-04-01	2023-03-31	"VA0091014"	"epa"
"permit"	"VAR100799"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION COUNTRY CLUB SECTION6"	"npdes"	"expired"	2004-07-01	2009-06-30	"VAR100799"	"epa"
"permit"	"VA0053317"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY - BATH COUNTY POWER STATION"	"npdes"	"active"	2014-05-01	2019-04-30	"VA0053317"	"epa"
"permit"	"VA0090891"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY - BEAR GARDEN GENERATING STATION"	"npdes"	"active"	2009-11-17	2014-11-16	"VA0090891"	"epa"
"permit"	"VA0004146"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY - CHESTERFIELD POWER STATION"	"npdes"	"active"	2016-10-01	2021-09-30	"VA0004146"	"epa"
"permit"	"VAN040086"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY - CHESTERFIELD POWER STATION"	"npdes"	"active"	2017-01-01	2021-12-31	"VAN040086"	"epa"
"permit"	"VA0082783"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY - HOPEWELL POWER STATION"	"npdes"	"active"	2013-07-17	2018-06-30	"VA0082783"	"epa"
"permit"	"VA0084069"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY - MECKLENBURG POWER STATION"	"npdes"	"active"	2011-12-21	2016-12-20	"VA0084069"	"epa"
"permit"	"VA0092746"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY - VA CITY HYBRID ENERGY CENTER"	"npdes"	"active"	2013-08-30	2018-08-29	"VA0092746"	"epa"
"permit"	"VA0004090"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION ENERGY- SURRY AND GRAVEL NECK STATIONS"	"npdes"	"active"	2016-03-01	2021-02-28	"VA0004090"	"epa"
"permit"	"VAR108818"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION LIBERTY SUBSTATION"	"npdes"	"active"	2014-07-01	2019-06-30	"VAR108818"	"epa"
"permit"	"VAR10C775"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION MEADOWS AKA E&S CONTROL PLAN OF DOMINION MEADOW LAKE"	"npdes"	"active"	2014-07-01	2019-06-30	"VAR10C775"	"epa"
"permit"	"VA0057576"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION TERMINAL ASSOCIATES LLP"	"npdes"	"active"	2017-01-01	2021-12-31	"VA0057576"	"epa"
"permit"	"VAR105317"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION VALLEY COUNTRY CLUB SWPPP 4"	"npdes"	"active"	2014-07-01	2019-06-30	"VAR105317"	"epa"
"permit"	"VAU001679"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOMINION VIRGINIA POWER"	"npdes"	"revoked"	NA	NA	"VAU001679"	"epa"
"permit"	"VA0092550"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOROTHY'S INN"	"npdes"	"active"	2015-03-01	2020-02-29	"VA0092550"	"epa"
"permit"	"VA0052906"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOSWELL TRUCK STOP"	"npdes"	"active"	2014-04-01	2019-03-31	"VA0052906"	"epa"
"permit"	"WV1008919"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOUBLETAKE NO. 1 MINE"	"npdes"	"active"	2014-05-08	2018-07-27	"WV1008919"	"epa"
"permit"	"VA0089001"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOUTHAT ROAD MOBILE HOME PARK STP"	"npdes"	"revoked"	2010-08-23	2015-08-22	"VA0089001"	"epa"
"permit"	"VA0005851"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOWNTOWN ELIZABETH RIVER TUNNEL"	"npdes"	"active"	2015-07-01	2020-06-30	"VA0005851"	"epa"
"permit"	"VA0087629"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DOZIERS MARINE CENTER"	"npdes"	"active"	2013-09-29	2018-08-31	"VA0087629"	"epa"
"permit"	"VA0084433"	"National Pollutant Discharge Elimination System (NPDES) Permit"	"DRAKES BRANCH WWTP"	"npdes"	"active"	2016-02-10	2021-01-31	"VA0084433"	"epa"
